Image_ID,Address,zs_dominant,yolo_dominant,yolo_status,comparable,dominant_agreement,l1_distance
2209 E SUSQUEHANNA AVE,2209 E SUSQUEHANNA AVE,Brick,Brick,success,yes,yes,0.333
2209 MEMPHIS ST,2209 MEMPHIS ST,Brick,Brick,success,yes,yes,0.0
2209 RITTER ST,2209 RITTER ST,Vinyl,Vinyl,success,yes,yes,0.333
2209 SEPVIVA ST,2209 SEPVIVA ST,Brick,Brick,success,yes,yes,0.333
2209 TAGGERT ST,2209 TAGGERT ST,Brick,Brick,success,yes,yes,0.0
2209 TULIP ST,2209 TULIP ST,Brick,Brick,success,yes,yes,0.0
221 E ALLEN ST,221 E ALLEN ST,Brick,Brick,success,yes,yes,0.0
221 E GIRARD AVE,221 E GIRARD AVE,Brick,Brick,success,yes,yes,0.333
221 E WILDEY ST,221 E WILDEY ST,Brick,Brick,success,yes,yes,0.0
221 MERCER ST,221 MERCER ST,Brick,Brick,success,yes,yes,0.333
2210 ALMOND ST,2210 ALMOND ST,Brick,Brick,success,yes,yes,0.333
2210 BELGRADE ST,2210 BELGRADE ST,Brick,Brick,success,yes,yes,0.0
2210 CEDAR ST,2210 CEDAR ST,Stucco,Brick,success,yes,no,1.0
2210 E GORDON ST,2210 E GORDON ST,Brick,Brick,success,yes,yes,0.5
2210 E THOMPSON ST,2210 E THOMPSON ST,Brick,Stucco,success,yes,no,1.0
2210 GAUL ST,2210 GAUL ST,Brick,Brick,success,yes,yes,0.0
2210 MEMPHIS ST,2210 MEMPHIS ST,Brick,Stucco,success,yes,no,1.0
2210 RITTER ST,2210 RITTER ST,Brick,Brick,success,yes,yes,0.5
2210 SEPVIVA ST,2210 SEPVIVA ST,Stucco,Unknown,no_materials_found,no,,
2210 TAGGERT ST,2210 TAGGERT ST,Brick,Brick,success,yes,yes,0.0
2210 TULIP ST,2210 TULIP ST,Brick,Brick,success,yes,yes,0.0
2210-12 E YORK ST,2210-12 E YORK ST,Brick,Brick,success,yes,yes,0.0
2210-14 FRANKFORD AVE,2210-14 FRANKFORD AVE,Brick,Stucco,success,yes,no,0.245
2211 ALMOND ST,2211 ALMOND ST,Brick,Brick,success,yes,yes,0.5
2211 BELGRADE ST,2211 BELGRADE ST,Brick,Stucco,success,yes,no,0.502
2211 CEDAR ST,2211 CEDAR ST,Stucco,Unknown,no_materials_found,no,,
2211 E DAUPHIN ST,2211 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.122
2211 E GORDON ST,2211 E GORDON ST,Brick,Brick,success,yes,yes,0.5
2211 E NORRIS ST,2211 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
2211 E SUSQUEHANNA AVE,2211 E SUSQUEHANNA AVE,Brick,Brick,success,yes,yes,0.333
2211 MEMPHIS ST,2211 MEMPHIS ST,Brick,Brick,success,yes,yes,0.0
2211 RITTER ST,2211 RITTER ST,Vinyl,Vinyl,success,yes,yes,0.333
2211 SEPVIVA ST,2211 SEPVIVA ST,Brick,Brick,success,yes,yes,0.0
2211 TAGGERT ST,2211 TAGGERT ST,Brick,Brick,success,yes,yes,0.0
2211 TULIP ST,2211 TULIP ST,Brick,Brick,success,yes,yes,0.0
2212 ALMOND ST,2212 ALMOND ST,Brick,Brick,success,yes,yes,0.333
2212 ARAMINGO AVE,2212 ARAMINGO AVE,Brick,Brick,success,yes,yes,0.5
2212 E GORDON ST,2212 E GORDON ST,Brick,Brick,success,yes,yes,0.333
2212 GAUL ST,2212 GAUL ST,Brick,Stucco,success,yes,no,0.356
2212 MEMPHIS ST,2212 MEMPHIS ST,Brick,Stucco,success,yes,no,0.667
2212 RITTER ST,2212 RITTER ST,Vinyl,Vinyl,success,yes,yes,0.333
2212 TAGGERT ST,2212 TAGGERT ST,Brick,Brick,success,yes,yes,0.333
2212 TULIP ST,2212 TULIP ST,Brick,Brick,success,yes,yes,0.0
2212-18 SEPVIVA ST,2212-18 SEPVIVA ST,Brick,Brick,success,yes,yes,0.0
2213 ALMOND ST,2213 ALMOND ST,Brick,Brick,success,yes,yes,0.333
2213 BELGRADE ST,2213 BELGRADE ST,Brick,Stucco,success,yes,no,0.168
2213 CEDAR ST,2213 CEDAR ST,Stucco,Unknown,no_materials_found,no,,
2213 E GORDON ST,2213 E GORDON ST,Brick,Brick,success,yes,yes,0.5
2213 E SUSQUEHANNA AVE,2213 E SUSQUEHANNA AVE,Brick,Brick,success,yes,yes,0.5
2213 MEMPHIS ST,2213 MEMPHIS ST,Brick,Brick,success,yes,yes,0.0
2213 RITTER ST,2213 RITTER ST,Brick,Vinyl,success,yes,no,0.5
2213 SEPVIVA ST,2213 SEPVIVA ST,Brick,Brick,success,yes,yes,0.5
2213 TULIP ST,2213 TULIP ST,Brick,Brick,success,yes,yes,0.0
2214 ALMOND ST,2214 ALMOND ST,Brick,Brick,success,yes,yes,0.0
2214 ARAMINGO AVE,2214 ARAMINGO AVE,Brick,Brick,success,yes,yes,0.5
2214 CEDAR ST,2214 CEDAR ST,Brick,Brick,success,yes,yes,0.307
2214 E FLETCHER ST,2214 E FLETCHER ST,Brick,Stucco,success,yes,no,1.0
2214 E GORDON ST,2214 E GORDON ST,Brick,Brick,success,yes,yes,0.0
2214 GAUL ST,2214 GAUL ST,Brick,Brick,success,yes,yes,0.0
2214 MEMPHIS ST,2214 MEMPHIS ST,Stucco,Stucco,success,yes,yes,0.0
2214 RITTER ST,2214 RITTER ST,Vinyl,Vinyl,success,yes,yes,0.333
2214 TAGGERT ST,2214 TAGGERT ST,Brick,Vinyl,success,yes,no,0.667
2214 TULIP ST,2214 TULIP ST,Brick,Brick,success,yes,yes,0.0
2214-16 E YORK ST,2214-16 E YORK ST,Brick,Brick,success,yes,yes,0.0
2214-18 E SUSQUEHANNA AVE,2214-18 E SUSQUEHANNA AVE,Fibercement,Brick,success,yes,no,0.667
2215 ALMOND ST,2215 ALMOND ST,Brick,Brick,success,yes,yes,0.5
2215 BELGRADE ST,2215 BELGRADE ST,Brick,Brick,success,yes,yes,0.0
2215 CEDAR ST,2215 CEDAR ST,Stucco,Brick,success,yes,no,1.0
2215 E GORDON ST,2215 E GORDON ST,Brick,Brick,success,yes,yes,0.0
2215 E SUSQUEHANNA AVE,2215 E SUSQUEHANNA AVE,Brick,Stucco,success,yes,no,1.0
2215 MEMPHIS ST,2215 MEMPHIS ST,Brick,Brick,success,yes,yes,0.0
2215 RITTER ST,2215 RITTER ST,Vinyl,Vinyl,success,yes,yes,0.333
2215 SEPVIVA ST,2215 SEPVIVA ST,Brick,Stucco,success,yes,no,0.142
2215 TULIP ST,2215 TULIP ST,Brick,Brick,success,yes,yes,0.0
2215-27 E DAUPHIN ST,2215-27 E DAUPHIN ST,Decorative stone,Brick,success,yes,no,0.527
2216 CEDAR ST,2216 CEDAR ST,Brick,Brick,success,yes,yes,0.307
2216 E FLETCHER ST,2216 E FLETCHER ST,Brick,Brick,success,yes,yes,0.0
2216 E GORDON ST,2216 E GORDON ST,Decorative stone,Decorative stone,success,yes,yes,0.333
2216 FRANKFORD AVE,2216 FRANKFORD AVE,Brick,Decorative stone,success,yes,no,0.822
2216 GAUL ST,2216 GAUL ST,Brick,Brick,success,yes,yes,0.0
2216 MEMPHIS ST,2216 MEMPHIS ST,Brick,Brick,success,yes,yes,0.143
2216 RITTER ST,2216 RITTER ST,Vinyl,Vinyl,success,yes,yes,0.333
2216 TAGGERT ST,2216 TAGGERT ST,Brick,Vinyl,success,yes,no,1.0
2216 TULIP ST,2216 TULIP ST,Brick,Brick,success,yes,yes,0.333
2217 ALMOND ST,2217 ALMOND ST,Brick,Brick,success,yes,yes,0.5
2217 CEDAR ST,2217 CEDAR ST,Stucco,Brick,success,yes,no,1.0
2217 E SUSQUEHANNA AVE,2217 E SUSQUEHANNA AVE,Brick,Brick,success,yes,yes,0.333
2217 GAUL ST,2217 GAUL ST,Brick,Brick,success,yes,yes,0.0
2217 MEMPHIS ST,2217 MEMPHIS ST,Stucco,Brick,success,yes,no,1.0
2217 RITTER ST,2217 RITTER ST,Brick,Brick,success,yes,yes,0.296
2217 SEPVIVA ST,2217 SEPVIVA ST,Stucco,Stucco,success,yes,yes,0.333
2217 TULIP ST,2217 TULIP ST,Brick,Vinyl,success,yes,no,1.0
2218 ALMOND ST,2218 ALMOND ST,Brick,Stucco,success,yes,no,0.5
2218 CEDAR ST,2218 CEDAR ST,Stucco,Unknown,no_materials_found,no,,
2218 E GORDON ST,2218 E GORDON ST,Brick,Brick,success,yes,yes,0.333
2218 E YORK ST,2218 E YORK ST,Brick,Brick,success,yes,yes,0.0
2218 FRANKFORD AVE,2218 FRANKFORD AVE,Brick,Brick,success,yes,yes,0.0
2218 GAUL ST,2218 GAUL ST,Brick,Brick,success,yes,yes,0.0
2218 MEMPHIS ST,2218 MEMPHIS ST,Brick,Brick,success,yes,yes,0.0
2218 RITTER ST,2218 RITTER ST,Vinyl,Vinyl,success,yes,yes,0.333
2218 TULIP ST,2218 TULIP ST,Brick,Vinyl,success,yes,no,1.0
2219 ALMOND ST,2219 ALMOND ST,Brick,Brick,success,yes,yes,0.5
2219 CEDAR ST,2219 CEDAR ST,Stucco,Brick,success,yes,no,1.0
2219 E GORDON ST,2219 E GORDON ST,Brick,Brick,success,yes,yes,0.5
2219 E SUSQUEHANNA AVE,2219 E SUSQUEHANNA AVE,Brick,Brick,success,yes,yes,0.25
2219 GAUL ST,2219 GAUL ST,Brick,Vinyl,success,yes,no,1.0
2219 MEMPHIS ST,2219 MEMPHIS ST,Stucco,Stucco,success,yes,yes,0.333
2219 RITTER ST,2219 RITTER ST,Brick,Brick,success,yes,yes,0.5
2219 TAGGERT ST,2219 TAGGERT ST,Brick,Stucco,success,yes,no,0.667
2219 TULIP ST,2219 TULIP ST,Brick,Vinyl,success,yes,no,1.0
222 BELGRADE ST,222 BELGRADE ST,Brick,Brick,success,yes,yes,0.0
222 MERCER ST,222 MERCER ST,Brick,Brick,success,yes,yes,0.333
222 RICHMOND ST,222 RICHMOND ST,Brick,Brick,success,yes,yes,0.333
222-26 E GIRARD AVE,222-26 E GIRARD AVE,Stucco,Stucco,success,yes,yes,0.0
222-32 E WILDEY ST,222-32 E WILDEY ST,Brick,Unknown,no_materials_found,no,,
2220 ALMOND ST,2220 ALMOND ST,Brick,Stucco,success,yes,no,0.5
2220 CEDAR ST,2220 CEDAR ST,Stucco,Unknown,no_materials_found,no,,
2220 E FLETCHER ST,2220 E FLETCHER ST,Brick,Fibercement,success,yes,no,1.0
2220 E GORDON ST,2220 E GORDON ST,Brick,Brick,success,yes,yes,0.333
2220 E YORK ST,2220 E YORK ST,Brick,Brick,success,yes,yes,0.25
2220 FRANKFORD AVE,2220 FRANKFORD AVE,Brick,Brick,success,yes,yes,0.0
2220 GAUL ST,2220 GAUL ST,Brick,Brick,success,yes,yes,0.0
2220 MEMPHIS ST,2220 MEMPHIS ST,Brick,Brick,success,yes,yes,0.0
2220 RITTER ST,2220 RITTER ST,Vinyl,Vinyl,success,yes,yes,0.333
2220 TULIP ST,2220 TULIP ST,Metal,Fibercement,success,yes,no,1.0
2220-22 E SUSQUEHANNA AVE,2220-22 E SUSQUEHANNA AVE,Brick,Brick,success,yes,yes,0.138
2220-22 SEPVIVA ST,2220-22 SEPVIVA ST,Brick,Aluminum Composite,success,yes,no,0.9015
2221 CEDAR ST,2221 CEDAR ST,Brick,Brick,success,yes,yes,0.307
2221 E SUSQUEHANNA AVE,2221 E SUSQUEHANNA AVE,Brick,Brick,success,yes,yes,0.0
2221 GAUL ST,2221 GAUL ST,Brick,Vinyl,success,yes,no,1.0
2221 MEMPHIS ST,2221 MEMPHIS ST,Stucco,Stucco,success,yes,yes,0.046
2221 RITTER ST,2221 RITTER ST,Brick,Brick,success,yes,yes,0.5
2221 TAGGERT ST,2221 TAGGERT ST,Brick,Brick,success,yes,yes,0.333
2221 TRENTON AVE,2221 TRENTON AVE,Metal,Aluminum Composite,success,yes,no,1.0
2221 TULIP ST,2221 TULIP ST,Metal,Brick,success,yes,no,1.0
2222 E YORK ST,2222 E YORK ST,Brick,Brick,success,yes,yes,0.333
2222 FRANKFORD AVE,2222 FRANKFORD AVE,Brick,Brick,success,yes,yes,0.0
2222 GAUL ST,2222 GAUL ST,Brick,Vinyl,success,yes,no,0.5
2222 MEMPHIS ST,2222 MEMPHIS ST,Brick,Brick,success,yes,yes,0.333
2222 RITTER ST,2222 RITTER ST,Brick,Brick,success,yes,yes,0.296
2222 TAGGERT ST,2222 TAGGERT ST,Brick,Brick,success,yes,yes,0.0
2223 CEDAR ST,2223 CEDAR ST,Brick,Brick,success,yes,yes,0.307
2223 E SUSQUEHANNA AVE,2223 E SUSQUEHANNA AVE,Brick,Brick,success,yes,yes,0.0
2223 FRANKFORD AVE,2223 FRANKFORD AVE,Brick,Brick,success,yes,yes,0.333
2223 GAUL ST,2223 GAUL ST,Brick,Vinyl,success,yes,no,1.0
2223 MEMPHIS ST,2223 MEMPHIS ST,Brick,Stucco,success,yes,no,0.172
2223 RITTER ST,2223 RITTER ST,Brick,Brick,success,yes,yes,0.5
2223 TAGGERT ST,2223 TAGGERT ST,Brick,Brick,success,yes,yes,0.333
2223 TRENTON AVE,2223 TRENTON AVE,Aluminum Composite,Aluminum Composite,success,yes,yes,0.345
2223 TULIP ST,2223 TULIP ST,Brick,Brick,success,yes,yes,0.0
2224 E YORK ST,2224 E YORK ST,Brick,Brick,success,yes,yes,0.333
2224 FRANKFORD AVE,2224 FRANKFORD AVE,Brick,Stucco,success,yes,no,0.5
2224 GAUL ST,2224 GAUL ST,Brick,Vinyl,success,yes,no,0.5
2224 MEMPHIS ST,2224 MEMPHIS ST,Brick,Brick,success,yes,yes,0.333
2224 RITTER ST,2224 RITTER ST,Brick,Brick,success,yes,yes,0.296
2224 SEPVIVA ST,2224 SEPVIVA ST,Brick,Fibercement,success,yes,no,0.563
2224 TAGGERT ST,2224 TAGGERT ST,Brick,Brick,success,yes,yes,0.0
2225 CEDAR ST,2225 CEDAR ST,Brick,Stucco,success,yes,no,1.0
2225 E SUSQUEHANNA AVE,2225 E SUSQUEHANNA AVE,Brick,Brick,success,yes,yes,0.0
2225 GAUL ST,2225 GAUL ST,Brick,Brick,success,yes,yes,0.0
2225 MEMPHIS ST,2225 MEMPHIS ST,Brick,Stucco,success,yes,no,0.667
2225 RITTER ST,2225 RITTER ST,Brick,Brick,success,yes,yes,0.057
2225 TAGGERT ST,2225 TAGGERT ST,Brick,Brick,success,yes,yes,0.0
2225 TRENTON AVE,2225 TRENTON AVE,Brick,Aluminum Composite,success,yes,no,1.0
2225 TULIP ST,2225 TULIP ST,Brick,Brick,success,yes,yes,0.0
2226 FRANKFORD AVE,2226 FRANKFORD AVE,Brick,Brick,success,yes,yes,0.5
2226 MEMPHIS ST,2226 MEMPHIS ST,Brick,Brick,success,yes,yes,0.0
2226 RITTER ST,2226 RITTER ST,Brick,Brick,success,yes,yes,0.037
2226 SEPVIVA ST,2226 SEPVIVA ST,Brick,Brick,success,yes,yes,0.333
2226 TAGGERT ST,2226 TAGGERT ST,Brick,Brick,success,yes,yes,0.0
2227 BLAIR ST,2227 BLAIR ST,Stucco,Stucco,success,yes,yes,0.0
2227 CEDAR ST,2227 CEDAR ST,Brick,Unknown,no_materials_found,no,,
2227 GAUL ST,2227 GAUL ST,Brick,Brick,success,yes,yes,0.0
2227 MEMPHIS ST,2227 MEMPHIS ST,Brick,Brick,success,yes,yes,0.0
2227 RITTER ST,2227 RITTER ST,Brick,Brick,success,yes,yes,0.057
2227 TAGGERT ST,2227 TAGGERT ST,Brick,Brick,success,yes,yes,0.0
2227 TRENTON AVE,2227 TRENTON AVE,Brick,Aluminum Composite,success,yes,no,0.667
2227 TULIP ST,2227 TULIP ST,Brick,Brick,success,yes,yes,0.0
2228 FRANKFORD AVE,2228 FRANKFORD AVE,Brick,Brick,success,yes,yes,0.5
2228 MEMPHIS ST,2228 MEMPHIS ST,Brick,Vinyl,success,yes,no,0.5
2228 RITTER ST,2228 RITTER ST,Brick,Brick,success,yes,yes,0.5
2228 SEPVIVA ST,2228 SEPVIVA ST,Brick,Stucco,success,yes,no,0.667
2228 TAGGERT ST,2228 TAGGERT ST,Brick,Vinyl,success,yes,no,0.072
2229 CEDAR ST,2229 CEDAR ST,Stucco,Stucco,success,yes,yes,0.065
2229 FRANKFORD AVE,2229 FRANKFORD AVE,Stucco,Stucco,success,yes,yes,0.333
2229 MEMPHIS ST,2229 MEMPHIS ST,Brick,Brick,success,yes,yes,0.0
2229 RITTER ST,2229 RITTER ST,Brick,Brick,success,yes,yes,0.057
2229 TAGGERT ST,2229 TAGGERT ST,Brick,Brick,success,yes,yes,0.0
2229 TRENTON AVE,2229 TRENTON AVE,Brick,Brick,success,yes,yes,0.333
2229 TULIP ST,2229 TULIP ST,Brick,Brick,success,yes,yes,0.0
223 E ALLEN ST,223 E ALLEN ST,Brick,Brick,success,yes,yes,0.5
223 E GIRARD AVE,223 E GIRARD AVE,Brick,Brick,success,yes,yes,0.333
223 MERCER ST,223 MERCER ST,Metal,Fibercement,success,yes,no,1.0
2230 CEDAR ST,2230 CEDAR ST,Brick,Brick,success,yes,yes,0.0
2230 MEMPHIS ST,2230 MEMPHIS ST,Brick,Stucco,success,yes,no,1.0
2230 RITTER ST,2230 RITTER ST,Brick,Brick,success,yes,yes,0.5
2230 SEPVIVA ST,2230 SEPVIVA ST,Brick,Brick,success,yes,yes,0.333
2231 CEDAR ST,2231 CEDAR ST,Stucco,Stucco,success,yes,yes,0.065
2231 FRANKFORD AVE,2231 FRANKFORD AVE,Stucco,Brick,success,yes,no,1.0
2231 MEMPHIS ST,2231 MEMPHIS ST,Brick,Brick,success,yes,yes,0.0
2231 RITTER ST,2231 RITTER ST,Brick,Brick,success,yes,yes,0.075
2231 TAGGERT ST,2231 TAGGERT ST,Brick,Brick,success,yes,yes,0.0
2231 TRENTON AVE,2231 TRENTON AVE,Brick,Brick,success,yes,yes,0.333
2231 TULIP ST,2231 TULIP ST,Brick,Brick,success,yes,yes,0.0
2232 FRANKFORD AVE,2232 FRANKFORD AVE,Brick,Brick,success,yes,yes,0.0
2232 MEMPHIS ST,2232 MEMPHIS ST,Brick,Stucco,success,yes,no,1.0
2232 RITTER ST,2232 RITTER ST,Brick,Brick,success,yes,yes,0.5
2232 SEPVIVA ST,2232 SEPVIVA ST,Brick,Brick,success,yes,yes,0.0
2232 TAGGERT ST,2232 TAGGERT ST,Brick,Vinyl,success,yes,no,0.5
2233 CEDAR ST,2233 CEDAR ST,Brick,Brick,success,yes,yes,0.0
2233 MEMPHIS ST,2233 MEMPHIS ST,Brick,Brick,success,yes,yes,0.0
2233 RITTER ST,2233 RITTER ST,Brick,Brick,success,yes,yes,0.242
2233 TAGGERT ST,2233 TAGGERT ST,Brick,Brick,success,yes,yes,0.0
2233 TULIP ST,2233 TULIP ST,Brick,Brick,success,yes,yes,0.0
2233-43 FRANKFORD AVE,2233-43 FRANKFORD AVE,Brick,Unknown,no_materials_found,no,,
2234 CEDAR ST,2234 CEDAR ST,Stucco,Stucco,success,yes,yes,0.333
2234 RITTER ST,2234 RITTER ST,Brick,Brick,success,yes,yes,0.057
2234 SEPVIVA ST,2234 SEPVIVA ST,Vinyl,Vinyl,success,yes,yes,0.0
2234 TAGGERT ST,2234 TAGGERT ST,Brick,Vinyl,success,yes,no,0.5
2235 BLAIR ST,2235 BLAIR ST,Stucco,Stucco,success,yes,yes,0.333
2235 CEDAR ST,2235 CEDAR ST,Brick,Brick,success,yes,yes,0.0
2235 RITTER ST,2235 RITTER ST,Brick,Brick,success,yes,yes,0.242
2235 TULIP ST,2235 TULIP ST,Brick,Brick,success,yes,yes,0.0
2236 RITTER ST,2236 RITTER ST,Brick,Brick,success,yes,yes,0.057
2236 SEPVIVA ST,2236 SEPVIVA ST,Brick,Vinyl,success,yes,no,0.5
2236 TAGGERT ST,2236 TAGGERT ST,Brick,Vinyl,success,yes,no,0.667
2236-38 FRANKFORD AVE,2236-38 FRANKFORD AVE,Brick,Stucco,success,yes,no,1.0
2237 BLAIR ST,2237 BLAIR ST,Brick,Brick,success,yes,yes,0.0
2237 RITTER ST,2237 RITTER ST,Brick,Brick,success,yes,yes,0.333
2237 TAGGERT ST,2237 TAGGERT ST,Vinyl,Metal,success,yes,no,1.0
2237 TULIP ST,2237 TULIP ST,Brick,Brick,success,yes,yes,0.0
2238 RITTER ST,2238 RITTER ST,Brick,Brick,success,yes,yes,0.057
2238 SEPVIVA ST,2238 SEPVIVA ST,Vinyl,Vinyl,success,yes,yes,0.0
2238 TAGGERT ST,2238 TAGGERT ST,Brick,Brick,success,yes,yes,0.0
2239 TULIP ST,2239 TULIP ST,Brick,Brick,success,yes,yes,0.0
224 MERCER ST,224 MERCER ST,Metal,Fibercement,success,yes,no,1.0
224 RICHMOND ST,224 RICHMOND ST,Brick,Vinyl,success,yes,no,1.0
2240 CEDAR ST,2240 CEDAR ST,Stucco,Unknown,no_materials_found,no,,
2240 RITTER ST,2240 RITTER ST,Brick,Brick,success,yes,yes,0.242
2240 SEPVIVA ST,2240 SEPVIVA ST,Vinyl,Vinyl,success,yes,yes,0.0
2240 TAGGERT ST,2240 TAGGERT ST,Brick,Brick,success,yes,yes,0.0
2241 TULIP ST,2241 TULIP ST,Brick,Brick,success,yes,yes,0.0
2242 RITTER ST,2242 RITTER ST,Brick,Brick,success,yes,yes,0.242
2242 TAGGERT ST,2242 TAGGERT ST,Brick,Brick,success,yes,yes,0.0
2243 TULIP ST,2243 TULIP ST,Brick,Stucco,success,yes,no,0.55
2244 RITTER ST,2244 RITTER ST,Brick,Brick,success,yes,yes,0.242
2244 TAGGERT ST,2244 TAGGERT ST,Brick,Brick,success,yes,yes,0.0
2245 TULIP ST,2245 TULIP ST,Brick,Brick,success,yes,yes,0.0
2246 RITTER ST,2246 RITTER ST,Brick,Brick,success,yes,yes,0.244
2246 TAGGERT ST,2246 TAGGERT ST,Brick,Brick,success,yes,yes,0.0
2248 RITTER ST,2248 RITTER ST,Brick,Brick,success,yes,yes,0.116
2248 TAGGERT ST,2248 TAGGERT ST,Brick,Brick,success,yes,yes,0.0
225 E ALLEN ST,225 E ALLEN ST,Brick,Brick,success,yes,yes,0.333
225 E GIRARD AVE,225 E GIRARD AVE,Brick,Brick,success,yes,yes,0.333
225 MERCER ST,225 MERCER ST,Metal,Fibercement,success,yes,no,1.0
225-29 E WILDEY ST,225-29 E WILDEY ST,Brick,Brick,success,yes,yes,0.333
2250 RITTER ST,2250 RITTER ST,Brick,Brick,success,yes,yes,0.116
226 MERCER ST,226 MERCER ST,Metal,Fibercement,success,yes,no,1.0
226 RICHMOND ST,226 RICHMOND ST,Brick,Brick,success,yes,yes,0.5
227 E GIRARD AVE,227 E GIRARD AVE,Brick,Decorative stone,success,yes,no,1.0
228 E GIRARD AVE,228 E GIRARD AVE,Brick,Unknown,no_materials_found,no,,
228 RICHMOND ST,228 RICHMOND ST,Brick,Brick,success,yes,yes,0.333
229 E ALLEN ST,229 E ALLEN ST,Brick,Brick,success,yes,yes,0.333
229 E GIRARD AVE,229 E GIRARD AVE,Brick,Brick,success,yes,yes,0.333
23 E OXFORD ST,23 E OXFORD ST,Brick,Brick,success,yes,yes,0.0
230 E GIRARD AVE,230 E GIRARD AVE,Brick,Brick,success,yes,yes,0.5
230 RICHMOND ST,230 RICHMOND ST,Metal,Unknown,no_detections,no,,
2300 ARAMINGO AVE,2300 ARAMINGO AVE,Stucco,Stucco,success,yes,yes,0.0
2300 CEDAR ST,2300 CEDAR ST,Brick,Brick,success,yes,yes,0.0
2300 E CABOT ST,2300 E CABOT ST,Vinyl,Unknown,no_materials_found,no,,
2300 E DAKOTA ST,2300 E DAKOTA ST,Decorative stone,Stucco,success,yes,no,1.0
2300 E YORK ST,2300 E YORK ST,Brick,Brick,success,yes,yes,0.404
2300 FRANKFORD AVE,2300 FRANKFORD AVE,Stucco,Unknown,no_materials_found,no,,
2300 GAUL ST,2300 GAUL ST,Stucco,Stucco,success,yes,yes,0.0
2301 E CABOT ST,2301 E CABOT ST,Stucco,Stucco,success,yes,yes,0.0
2301 E DAUPHIN ST,2301 E DAUPHIN ST,Aluminum Composite,Fibercement,success,yes,no,0.667
2301 FRANKFORD AVE,2301 FRANKFORD AVE,Brick,Brick,success,yes,yes,0.0
2302 ARAMINGO AVE,2302 ARAMINGO AVE,Stucco,Stucco,success,yes,yes,0.0
2302 CEDAR ST,2302 CEDAR ST,Brick,Brick,success,yes,yes,0.0
2302 COLLINS ST,2302 COLLINS ST,Brick,Brick,success,yes,yes,0.185
2302 E CABOT ST,2302 E CABOT ST,Brick,Stucco,success,yes,no,1.0
2302 E DAKOTA ST,2302 E DAKOTA ST,Decorative stone,Stucco,success,yes,no,1.0
2302 E NORRIS ST,2302 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
2302 E YORK ST,2302 E YORK ST,Brick,Brick,success,yes,yes,0.0
2302 GAUL ST,2302 GAUL ST,Brick,Brick,success,yes,yes,0.333
2302 SEPVIVA ST,2302 SEPVIVA ST,Brick,Fibercement,success,yes,no,1.0
2303 COLLINS ST,2303 COLLINS ST,Brick,Fibercement,success,yes,no,1.0
2303 E CABOT ST,2303 E CABOT ST,Brick,Stucco,success,yes,no,0.5
2303 E DAUPHIN ST,2303 E DAUPHIN ST,Brick,Stucco,success,yes,no,0.667
2303 E SUSQUEHANNA AVE,2303 E SUSQUEHANNA AVE,Brick,Stucco,success,yes,no,1.0
2303 FRANKFORD AVE,2303 FRANKFORD AVE,Brick,Brick,success,yes,yes,0.333
2304 ARAMINGO AVE,2304 ARAMINGO AVE,Brick,Stucco,success,yes,no,1.0
2304 BELGRADE ST,2304 BELGRADE ST,Brick,Vinyl,success,yes,no,0.5
2304 CEDAR ST,2304 CEDAR ST,Brick,Brick,success,yes,yes,0.0
2304 COLLINS ST,2304 COLLINS ST,Brick,Stucco,success,yes,no,0.553
2304 E CABOT ST,2304 E CABOT ST,Vinyl,Brick,success,yes,no,1.0
2304 E DAKOTA ST,2304 E DAKOTA ST,Decorative stone,Stucco,success,yes,no,1.0
2304 E DAUPHIN ST,2304 E DAUPHIN ST,Brick,Brick,success,yes,yes,0.333
2304 E NORRIS ST,2304 E NORRIS ST,Brick,Brick,success,yes,yes,0.0
2304 E YORK ST,2304 E YORK ST,Brick,Brick,success,yes,yes,0.0
2304 GAUL ST,2304 GAUL ST,Brick,Brick,success,yes,yes,0.0
2304 MEMPHIS ST,2304 MEMPHIS ST,Brick,Brick,success,yes,yes,0.0
2304 MERCER ST,2304 MERCER ST,Brick,Stucco,success,yes,no,0.667
2304 SEPVIVA ST,2304 SEPVIVA ST,Brick,Stucco,success,yes,no,0.667
2305 ALMOND ST,2305 ALMOND ST,Brick,Brick,success,yes,yes,0.5
2305 COLLINS ST,2305 COLLINS ST,Brick,Brick,success,yes,yes,0.273
2305 E CABOT ST,2305 E CABOT ST,Brick,Brick,success,yes,yes,0.355
2305 E DAUPHIN ST,2305 E DAUPHIN ST,Brick,Stucco,success,yes,no,0.5
2305 E FLETCHER ST,2305 E FLETCHER ST,Brick,Stucco,success,yes,no,0.5
2305 E GORDON ST,2305 E GORDON ST,Stucco,Brick,success,yes,no,1.0
2305 E NORRIS ST,2305 E NORRIS ST,Vinyl,Decorative stone,success,yes,no,0.524
2305 E SUSQUEHANNA AVE,2305 E SUSQUEHANNA AVE,Brick,Brick,success,yes,yes,0.0
2305 FRANKFORD AVE,2305 FRANKFORD AVE,Brick,Brick,success,yes,yes,0.053
2305 MEMPHIS ST,2305 MEMPHIS ST,Brick,Brick,success,yes,yes,0.227
2305 MERCER ST,2305 MERCER ST,Brick,Stucco,success,yes,no,0.5
